Customer ID,Customer Name,Date of Birth,Marital Status,Date of First Purchase,Gender,Yearly Income
CM-12655,Corinna Mitchell,26/12/1962,M,1458172800,F,40000
JC-6105,Julie Creighton,12/1/1999,S,1475539200,F,60000
GB-14530,George Bell,26/9/1965,S,1462752000,M,60000
JH-16180,Justin Hirsh,18/1/1953,M,1539734400,F,40000
MT-8070,Michelle Tran,22/5/1968,S,1446768000,F,60000
CV-2805,Cynthia Voltz,22/5/2000,S,1494892800,F,60000
NH-18610,Nicole Hansen,27/2/1959,S,1459209600,F,60000
HJ-14875,Heather Jas,19/8/1951,M,1468368000,M,60000
JL-15175,James Lanier,3/10/1988,M,1464480000,F,60000
MY-18295,Muhammed Yedwab,3/3/2002,M,1508976000,M,70000
MW-18235,Mitch Willingham,27/6/2005,M,1521158400,F,80000
KC-16540,Kelly Collister,16/12/1986,S,1425945600,F,70000
HA-14920,Helen Andreada,29/9/1987,S,1528243200,F,70000
MT-17815,Meg Tillman,2/3/2000,M,1515628800,F,60000
FW-14395,Fred Wasserman,20/8/1989,M,1459036800,F,60000
BH-11710,Brosina Hoffman,20/4/1963,S,1484092800,M,60000
DK-12895,Dana Kaydos,19/6/1987,M,1488758400,F,60000
SC-20845,Sung Chung,2/6/1967,S,1511913600,M,70000
CY-12745,Craig Yedwab,11/9/1976,M,1438473600,F,70000
HL-15040,Hunter Lopez,6/8/1990,M,1545350400,M,60000
CT-11995,Carol Triggs,24/3/1979,M,1545955200,F,60000
GR-4560,Georgia Rosenberg,31/3/1974,M,1437782400,M,70000
TT-21070,Ted Trevino,9/5/1954,S,1488412800,F,70000
PO-19195,Phillina Ober,27/3/1975,M,1548115200,M,70000
ED-13885,Emily Ducich,19/10/1982,S,1468540800,M,70000
TM-21490,Tony Molinari,28/8/1976,S,1483833600,M,130000
AW-10840,Anthony Witt,25/4/1986,S,1492128000,F,130000
AT-10735,Annie Thurman,7/8/1999,M,1487030400,F,130000
SG-10605,Speros Goranitis,22/5/1955,M,1432857600,F,160000
BM-11785,Bryan Mills,24/6/1975,S,1492300800,F,100000
DK-13375,Dennis Kane,12/11/1964,M,1565568000,M,110000
PF-19225,Phillip Flathmann,30/4/1984,M,1551052800,F,150000
TG-21310,Toby Gnade,16/4/1993,S,1546387200,F,170000
SF-10200,Sarah Foster,29/8/1978,M,1431388800,M,120000
JW-5220,Jane Waco,21/3/1996,M,1485648000,F,120000
CC-12100,Chad Cunningham,7/9/1958,S,1481760000,F,130000
RD-19930,Russell D'Ascenzo,25/11/1962,M,1534982400,M,110000
BP-1230,Benjamin Patterson,5/5/1980,M,1477440000,F,130000
CS-12175,Charles Sheldon,6/11/1963,M,1519862400,F,170000
JD-16060,Julia Dunbar,9/1/1952,S,1557532800,M,30000
GH-14665,Greg Hansen,3/3/2003,S,1514678400,M,90000
CM-11935,Carlos Meador,5/6/1977,M,1503100800,M,60000
RB-9465,Rick Bensley,19/6/1962,M,1501113600,M,70000
RB-19795,Ross Baird,17/11/1978,M,1489795200,M,70000
DL-13495,Dionis Lloyd,25/2/1955,M,1462060800,F,70000
TS-21205,Thomas Seio,31/10/1994,S,1565308800,F,120000
MV-8190,Mike Vittorini,26/4/1997,M,1473897600,M,120000
BD-11560,Brendan Dodson,13/1/1981,M,1485648000,F,100000
PS-18760,Pamela Stobb,10/3/1966,M,1427414400,F,110000
FM-14215,Filia McAdams,4/10/1956,M,1463184000,F,130000
CA-12775,Cynthia Arntzen,28/5/1970,M,1462838400,F,80000
CD-12790,Cynthia Delaney,11/10/1976,M,1551744000,F,90000
NL-18310,Nancy Lomonaco,18/6/1985,S,1564444800,M,90000
TB-21055,Ted Butterfield,25/2/1988,M,1428969600,F,90000
EH-4125,Eugene Hildebrand,29/1/1968,S,1561507200,F,90000
KB-16600,Ken Brennan,15/7/1975,S,1538956800,M,120000
KW-16435,Katrina Willman,13/3/1987,M,1560470400,F,130000
MG-17695,Maureen Gnade,27/9/1957,M,1457913600,M,130000
HM-14860,Harry Marie,29/10/1959,M,1424304000,M,130000
BP-11290,Beth Paige,29/8/1950,S,1482796800,F,150000
HZ-4950,Henia Zydlo,24/2/1965,S,1558396800,F,70000
TC-20980,Tamara Chand,12/4/1954,M,1464307200,M,90000
EM-13825,Elizabeth Moffitt,10/11/1967,M,1455321600,M,50000
BS-11800,Bryan Spruell,27/6/1953,M,1476057600,F,80000
DV-13465,Dianna Vittorini,17/6/1974,M,1551830400,F,80000
MB-17305,Maria Bertelson,15/3/1958,M,1461283200,M,80000
PC-19000,Pauline Chand,27/12/1973,S,1461974400,M,90000
CA-12310,Christine Abelman,10/11/1950,M,1545004800,F,90000
KC-16255,Karen Carlisle,31/3/1974,M,1508025600,M,90000
DB-3660,Duane Benoit,12/12/1957,S,1539907200,F,110000
SC-20260,Scott Cohen,23/10/1999,M,1547078400,M,90000
BD-11500,Bradley Drucker,31/1/1990,M,1530316800,M,110000
BM-11140,Becky Martin,26/1/1962,M,1535587200,F,110000
KB-16315,Karl Braun,10/5/2003,M,1541116800,M,120000
JM-15865,John Murray,1/9/1967,M,1427155200,M,170000
AF-10885,Art Foster,3/3/2001,M,1545264000,M,70000
SJ-20500,Shirley Jackson,6/9/1995,M,1476403200,F,110000
WB-21850,William Brown,31/12/1966,M,1530230400,F,130000
CC-12610,Corey Catlett,1/3/1993,M,1453334400,F,130000
BE-11455,Brad Eason,2/11/1980,M,1497571200,F,130000
TG-21640,Trudy Glocke,20/11/1988,S,1439856000,M,150000
MS-17365,Maribeth Schnelling,5/6/1996,S,1437696000,M,60000
NP-18685,Nora Pelletier,13/6/1977,M,1561766400,M,60000
RM-19675,Robert Marley,9/8/1968,S,1446508800,F,80000
SN-20560,Skye Norling,19/9/2001,S,1464652800,F,50000
CD-12280,Christina DeMoss,9/3/1973,S,1533168000,M,70000
BG-11035,Barry Gonzalez,12/6/1976,M,1449446400,M,70000
CC-12550,Clay Cheatham,28/6/1995,M,1531353600,M,70000
SV-20785,Stewart Visinsky,24/12/2003,M,1527897600,M,80000
HW-14935,Helen Wasserman,21/8/1965,M,1544745600,M,80000
AS-10285,Alejandro Savely,12/6/1998,S,1500336000,M,90000
LD-16855,Lela Donovan,19/8/1979,S,1525219200,F,90000
NS-18505,Neola Schneider,24/4/1991,M,1516060800,F,100000
CM-12715,Craig Molinari,3/2/1994,M,1428019200,M,110000
JD-6060,Julia Dunbar,1/11/1971,M,1442275200,M,110000
MG-17680,Maureen Gastineau,19/2/1952,M,1499558400,M,80000
DB-13210,Dean Braden,16/1/1965,M,1428537600,M,60000
CS-11860,Cari Schnelling,7/10/1964,S,1552608000,F,60000
GG-14650,Greg Guthrie,8/11/1961,S,1551744000,F,70000
BN-11470,Brad Norvell,16/6/1955,S,1536710400,F,70000
BS-1665,Brian Stugart,21/3/2003,S,1515024000,F,70000
AC-10450,Amy Cox,18/9/2004,S,1524268800,M,70000
CK-12205,Chloris Kastensmidt,23/3/1998,S,1529884800,F,70000
JD-16150,Justin Deggeller,3/8/1989,S,1468886400,F,70000
CC-2550,Clay Cheatham,16/4/1959,M,1509667200,M,60000
MS-17830,Melanie Seite,26/5/1985,S,1546992000,F,40000
SM-20950,Suzanne McNair,31/3/2004,S,1508716800,F,40000
CL-12700,Craig Leslie,2/11/2005,M,1538524800,F,70000
CM-12160,Charles McCrossin,17/11/1955,M,1532736000,F,80000
JC-15775,John Castell,29/8/1969,M,1424044800,M,90000
LH-16900,Lena Hernandez,23/3/1992,M,1531958400,F,90000
DV-13045,Darrin Van Huff,24/5/1959,S,1454371200,M,120000
BT-11530,Bradley Talbott,30/8/2000,M,1547769600,M,90000
BM-1650,Brian Moss,20/12/1975,S,1511308800,M,90000
MG-18205,Mitch Gastineau,24/4/1965,M,1473811200,M,130000
RB-19705,Roger Barcio,15/7/1991,M,1424649600,M,90000
FC-14245,Frank Carlisle,5/10/1960,M,1478908800,M,90000
TT-21220,Thomas Thornton,25/11/1960,S,1563667200,M,90000
SJ-20215,Sarah Jordon,23/1/1984,M,1446508800,M,110000
PB-18805,Patrick Bzostek,12/12/1975,M,1541721600,F,90000
RW-19690,Robert Waldorf,23/7/1980,S,1555804800,F,10000
DB-3360,Dennis Bolton,28/6/1956,M,1523664000,F,20000
DK-13150,David Kendrick,14/1/1993,M,1515542400,F,10000
RW-9540,Rick Wilson,27/10/1993,M,1549411200,F,10000
MP-17470,Mark Packer,28/11/1998,M,1547251200,M,20000
TB-21625,Trudy Brown,13/9/1984,M,1466208000,M,10000
MO-17800,Meg O'Connel,11/5/1961,M,1439078400,M,20000
MR-17545,Mathew Reese,12/10/1987,S,1535328000,M,20000
LC-17050,Liz Carlisle,9/9/1975,M,1492646400,F,10000
RA-19885,Ruben Ausman,22/3/1980,M,1437004800,M,20000
MG-8145,Mike Gockenbach,18/12/1968,M,1467158400,M,30000
JE-16165,Justin Ellison,26/8/1983,M,1451088000,M,10000
JK-16090,Juliana Krohn,8/11/1982,M,1497225600,F,10000
EM-13960,Eric Murdock,27/5/1951,S,1452211200,F,10000
DJ-13420,Denny Joy,27/3/1991,S,1560297600,F,10000
BO-11425,Bobby Odegard,4/11/1983,M,1466380800,M,10000
LW-17215,Luke Weiss,10/4/1960,M,1466640000,M,10000
PJ-19015,Pauline Johnson,24/8/1993,M,1441411200,F,10000
KM-16720,Kunst Miller,5/10/1996,M,1509321600,F,30000
BG-11695,Brooke Gillingham,15/8/1980,S,1509235200,F,20000
CS-12130,Chad Sievert,29/2/1988,M,1496448000,M,10000
MC-17425,Mark Cousins,3/1/1962,S,1487548800,F,30000
BD-1635,Brian Derr,29/7/1958,M,1559952000,F,20000
RF-19345,Randy Ferguson,2/5/1952,M,1509753600,M,40000
MG-7680,Maureen Gastineau,30/4/1952,S,1495843200,M,10000
KH-16690,Kristen Hastings,23/5/1962,S,1443052800,M,10000
CC-12475,Cindy Chapman,26/7/2004,S,1545782400,F,10000
LT-16765,Larry Tron,16/7/1967,S,1491955200,M,10000
BF-10975,Barbara Fisher,16/3/1962,S,1557532800,M,10000
CJ-12010,Caroline Jumper,21/8/1952,M,1534550400,F,10000
SH-9975,Sally Hughsby,13/8/1999,M,1498089600,M,10000
SL-20155,Sara Luxemburg,16/6/1981,S,1477958400,M,10000
NC-8340,Nat Carroll,31/3/1974,S,1497657600,F,10000
JB-5400,Jennifer Braxton,25/4/1969,S,1508457600,F,10000
TB-21250,Tim Brockman,9/5/1979,M,1441152000,F,20000
PS-18970,Paul Stevenson,17/10/1967,M,1565049600,M,20000
BB-11545,Brenda Bowman,27/10/2005,S,1557792000,M,10000
SG-10470,Sheri Gordon,22/1/1996,M,1432684800,F,20000
SP-20920,Susan Pistek,19/10/1979,M,1564704000,F,20000
Dp-13240,Dean percer,30/11/1962,M,1509062400,F,20000
GZ-14470,Gary Zandusky,27/9/1960,S,1423440000,F,20000
AH-10075,Adam Hart,14/7/1955,M,1519084800,F,30000
CB-2025,Cassandra Brandow,22/4/1977,S,1500768000,M,30000
SC-20050,Sample Company A,2/5/2002,M,1459209600,M,30000
SC-10230,Scot Coram,21/3/1968,S,1438646400,M,40000
JS-15595,Jill Stevenson,23/5/1975,M,1431907200,M,30000
BS-11380,Bill Stewart,26/7/1961,S,1472947200,F,10000
JL-5130,Jack Lebron,18/1/1990,M,1512950400,M,10000
AS-10090,Adam Shillingsburg,13/10/1963,S,1430006400,M,20000
EL-13735,Ed Ludwig,25/1/2001,M,1556150400,F,20000
FH-14275,Frank Hawley,6/4/1988,M,1521417600,M,20000
OT-18730,Olvera Toch,27/3/2004,M,1527638400,F,30000
SM-10320,Sean Miller,5/12/1980,M,1499904000,F,30000
PM-19135,Peter McVee,1/3/2003,S,1444780800,M,30000
TS-11430,Tom Stivers,20/7/2003,M,1455062400,F,30000
LS-17245,Lynn Smith,15/1/1994,S,1481587200,F,40000
SF-20200,Sarah Foster,21/5/1992,M,1517356800,M,40000
CM-11815,Candace McMahon,14/2/1977,S,1484352000,M,10000
FG-14260,Frank Gastineau,10/5/1950,S,1507507200,F,10000
KN-6705,Kristina Nunn,28/1/1969,S,1479600000,F,10000
TB-11520,Tracy Blumstein,30/5/1999,S,1514764800,M,10000
JB-15400,Jennifer Braxton,27/3/1985,S,1427673600,M,10000
KH-16510,Keith Herrera,20/12/1972,S,1543536000,M,10000
DL-13330,Denise Leinenbach,30/8/1979,S,1432857600,F,30000
KN-16390,Katherine Nockton,7/10/1965,M,1449532800,M,10000
SV-20935,Susan Vittorini,19/4/1975,S,1552435200,F,20000
MD-17860,Michael Dominguez,13/3/1963,S,1549929600,M,30000
LS-17200,Luke Schmidt,28/3/1971,S,1498521600,F,30000
CM-12445,Chuck Magee,7/5/1953,S,1446249600,M,40000
SS-20140,Saphhira Shifley,17/5/1955,M,1441670400,F,40000
GH-14425,Gary Hwang,26/2/1966,M,1530144000,F,40000
SM-20320,Sean Miller,20/12/1952,S,1560556800,F,40000
GR-14560,Georgia Rosenberg,6/7/1993,S,1490400000,F,10000
TS-21370,Todd Sumrall,22/4/1986,S,1489449600,F,10000
DH-3675,Duane Huffman,14/8/1976,M,1555718400,F,20000
MM-8280,Muhammed MacIntyre,16/7/1976,M,1542672000,M,20000
PM-9135,Peter McVee,5/9/1974,M,1491955200,M,10000
GP-4740,Guy Phonely,29/6/1988,S,1441670400,F,10000
AF-10870,Art Ferguson,26/10/1992,M,1536019200,M,20000
TS-21505,Tony Sayre,7/3/1998,M,1456185600,M,80000
BM-11575,Brendan Murry,3/5/1985,S,1421366400,F,80000
AH-10030,Aaron Hawkins,23/9/2001,M,1525132800,F,80000
AG-10495,Andrew Gjertsen,12/10/1987,S,1490572800,M,80000
